Date,Indonesia_Index,Indonesia_ETF,Singapore_Index,Singapore_ETF,Malaysia_Index,Malaysia_ETF,Thailand_Index,Thailand_ETF,Philippines_Index,Philippines_ETF
2015-04-20,5400.5927734375,22.40447425842285,3503.25,18.108617782592773,1848.6600341796875,28.166500091552734,1560.3199462890625,64.4716796875,7863.248046875,37.596710205078125
2015-04-21,5460.36083984375,22.626384735107422,3508.610107421875,18.041147232055664,1862.800048828125,28.309999465942383,1569.3499755859375,64.93561553955078,7844.9228515625,37.43414306640625
2015-04-22,5436.9072265625,22.80719566345215,3496.239990234375,18.108617782592773,1854.77001953125,28.37150001525879,1552.010009765625,64.37889099121094,7831.01611328125,37.34382629394531
2015-04-23,5435.9970703125,22.716785430908203,3502.75,18.203073501586914,1846.0799560546875,28.453495025634766,1544.8399658203125,63.82218551635742,7890.02099609375,37.84957504272461
2015-04-24,5435.14306640625,22.5441951751709,3513.0,18.391984939575195,1862.5799560546875,28.82248878479004,1555.4599609375,63.86083221435547,7945.20703125,37.957950592041016
2015-04-27,5245.24169921875,21.689437866210938,3515.85009765625,18.44595718383789,1859.5799560546875,29.006982803344727,1548.8299560546875,63.31957244873047,7956.02392578125,37.94892883300781
2015-04-28,5241.95361328125,21.418212890625,3495.090087890625,18.580896377563477,1855.06005859375,29.17098045349121,1531.530029296875,62.64685821533203,7884.54248046875,38.00311279296875
2015-04-29,5105.36376953125,20.92508316040039,3487.14990234375,18.52692413330078,1842.9300537109375,28.78148651123047,1522.469970703125,61.53341293334961,7823.45849609375,37.54252243041992
2015-04-30,5086.22705078125,20.349769592285156,3487.389892578125,18.459453582763672,1818.27001953125,27.900007247924805,1526.739990234375,60.91484451293945,7712.83642578125,36.37750244140625
2015-05-04,5140.93701171875,20.974401473999023,3482.699951171875,18.391984939575195,,28.125497817993164,,61.14680099487305,7814.4306640625,37.27157974243164
2015-05-05,5160.107421875,20.834678649902344,3471.18994140625,18.243553161621094,1827.4200439453125,28.02300453186035,,60.443180084228516,7917.17431640625,37.27157974243164
2015-05-06,5184.74853515625,20.900432586669922,3459.7900390625,18.21656608581543,1820.969970703125,28.02300453186035,1519.8800048828125,60.24986267089844,7871.6162109375,37.05482864379883
2015-05-07,5150.28564453125,20.949743270874023,3432.780029296875,18.135601043701172,1805.0999755859375,27.920503616333008,1498.31005859375,59.9869499206543,7814.2607421875,37.063865661621094
2015-05-08,5182.01123046875,21.122343063354492,3452.010009765625,18.311023712158203,1807.6500244140625,28.04349136352539,1510.510009765625,60.64420700073242,7761.21435546875,36.901309967041016
2015-05-11,5172.2802734375,20.859336853027344,3470.800048828125,18.189577102661133,1805.489990234375,27.592512130737305,1501.300048828125,59.33745574951172,7775.900390625,36.485870361328125
2015-05-12,5205.4091796875,20.875778198242188,3442.330078125,18.095121383666992,1798.6099853515625,27.61301040649414,1485.719970703125,58.718868255615234,7792.5458984375,36.756813049316406
